id,transaction_date,description,amount,extended_details,statement_description,true_category,is_manually_categorized,confidence,model_version,model_filename,source_file,timestamp,home,card_type,pred_category_llama_v1,pred_confidence_llama_v1,correct_llama_v1
487,2024-09-13,AplPay 7-ELEVEN 2703TUKWILA             WA,17.71,"680020914 7 425-228-8000
AplPay 7-ELEVEN 27030 00072703024
TUKWILA
WA
Description : GAS/MSC97  68023024 Price : 0.1771
425-228-8000",AplPay 7-ELEVEN 2703TUKWILA             WA,Groceries,1,,,,categorized_gold.csv,2025-04-09 03:38:04.500260,Home,Gold,Transportation,0.95,False
98,2024-06-02,AplPay CVS PHARMACY CHICAGO             IL,10.0,"10062891    8007467287
AplPay CVS PHARMACY
CHICAGO
IL
Description : PHARMACIES Price : 0.10
8007467287",AplPay CVS PHARMACY CHICAGO             IL,Misc,1,,,,categorized_gold.csv,2025-04-09 03:38:04.500260,Personal,Gold,Medical,0.85,False
313,2024-08-31,CHEWY.COM           (800)672-4399       FL,86.28,"PMT-NKFN1VS PET SHOP/FOOD/SUPPLY
CHEWY.COM
(800)672-4399
FL
PET SHOP/FOOD/SUPPLY",CHEWY.COM           (800)672-4399       FL,Dante,1,,,,categorized_gold.csv,2025-04-09 03:38:04.500260,Home,Gold,Shopping,0.9,False
551,2024-10-28,AplPay QT 7010 OUTSIOKLAHOMA CITY       OK,20.9,"0701001GEK5 FUEL OUTSIDE
AplPay QT 7010 OUTSIDE/QUIKTRIP 554207010
OKLAHOMA CITY
OK
Description : QUIKTRIP Price : 0.209
Description : TAX Price : 0.0329
FUEL OUTSIDE",AplPay QT 7010 OUTSIOKLAHOMA CITY       OK,Transportation,1,,,,categorized_gold.csv,2025-04-09 03:38:04.500260,Home,Gold,Transportation,0.95,True
476,2024-09-16,UBER EATS           help.uber.com       CA,23.51,"PD0F28G6    8005928996
UBER EATS
help.uber.com
CA
8005928996",UBER EATS           help.uber.com       CA,Food & Drink,1,,,,categorized_gold.csv,2025-04-09 03:38:04.500260,Home,Gold,Transportation,0.95,False
619,2024-10-05,AplPay TAXI MALAGA LMALAGA              ES,29.44,"2685        TAXICAB & LIMOUSINE
AplPay TAXI MALAGA LIC.1091 141092064
MALAGA
ES
TAXICAB & LIMOUSINEForeign Spend Amount: 26.67 EURO Commission Amount:  Currency Exchange Rate: null",AplPay TAXI MALAGA LMALAGA              ES,Transportation,1,,,,categorized_gold.csv,2025-04-09 03:38:04.500260,Home,Gold,Transportation,0.95,True
607,2024-10-07,AplPay TAXI 316 3568MARBELLA            ES,36.66,"7204        TAXICAB & LIMOUSINE
AplPay TAXI 316 356832907
MARBELLA
ES
TAXICAB & LIMOUSINEForeign Spend Amount: 33.21 EURO Commission Amount:  Currency Exchange Rate: null",AplPay TAXI 316 3568MARBELLA            ES,Transportation,1,,,,categorized_gold.csv,2025-04-09 03:38:04.500260,Home,Gold,Transportation,0.95,True
224,2024-07-19,AplPay MONOPRIX ANNEANNECY              FR,20.79,"00009624    FREEZER & LOCKER MEAT
AplPay MONOPRIX ANNECY MONOPING49
ANNECY
FR
FREEZER & LOCKER MEATForeign Spend Amount: 19.00 EURO Commission Amount:  Currency Exchange Rate: null",AplPay MONOPRIX ANNEANNECY              FR,Groceries,1,,,,categorized_gold.csv,2025-04-09 03:38:04.500260,Home,Gold,Groceries,0.85,True
19,2024-06-28,HUNTINGTON BANK PAVICHICAGO             IL,20.56,".0347017196 312-288-3191
HUNTINGTON BANK PAVILI HUNTINGTON BANK
CHICAGO
IL
312-288-3191",HUNTINGTON BANK PAVICHICAGO             IL,Food & Drink,1,,,,categorized_gold.csv,2025-04-09 03:38:04.500260,Personal,Gold,Home,0.8,False
573,2024-10-23,AplPay TST* SERENA'SCHICAGO             IL,11.15,"99999994297 7733524099
AplPay TST* SERENA'S GRILL 300658765
CHICAGO
IL
Description : RESTAURANTS Price : 0.1115
7733524099",AplPay TST* SERENA'SCHICAGO             IL,Food & Drink,1,,,,categorized_gold.csv,2025-04-09 03:38:04.500260,Personal,Gold,Food & Drink,0.95,True
543,2024-10-30,AplPay THE BOWERY BAQUEENS              NY,76.2,"865128      MISC/SPECIALTY RETAIL
AplPay THE BOWERY BAY SHOPS
QUEENS
NY
MISC/SPECIALTY RETAIL",AplPay THE BOWERY BAQUEENS              NY,Misc,1,,,,categorized_gold.csv,2025-04-09 03:38:04.500260,Personal,Gold,Shopping,0.9,False
444,2024-09-21,AplPay PINIPICO BRAZChicago             IL,32.31,"TtKSjs9jZNi squareup.com/receipts
AplPay PINIPICO BRAZILIAN CAFE
Chicago
IL
squareup.com/receipts",AplPay PINIPICO BRAZChicago             IL,Food & Drink,1,,,,categorized_gold.csv,2025-04-09 03:38:04.500260,Home,Gold,Food & Drink,0.95,True
350,2024-08-24,AMC 9640 ONLINE*9640LEAWOOD             KS,25.74,"KQ93V7B1    888-440-4262
AMC 9640 ONLINE*9640 AMC ONL
LEAWOOD
KS
Description : 9640 AMC ONLINE Price : 0.00
888-440-4262",AMC 9640 ONLINE*9640LEAWOOD             KS,Entertainment,1,,,,categorized_gold.csv,2025-04-09 03:38:04.500260,,Gold,Entertainment,0.8,True
274,2024-07-10,AplPay JC LICHT - 13CHICAGO             IL,29.95,"99999994193C76676           60610
AplPay JC LICHT - 1300 - ACE GOL 000000004
CHICAGO
IL
C76676           60610",AplPay JC LICHT - 13CHICAGO             IL,Misc,1,,,,categorized_gold.csv,2025-04-09 03:38:04.500260,Personal,Gold,Shopping,0.9,False
119,2024-05-28,AplPay FAMILY PRIDE LOMBARD             IL,0.25,"6309324700
AplPay FAMILY PRIDE LAUNDRY ULTR
LOMBARD
IL
6309324700",AplPay FAMILY PRIDE LOMBARD             IL,Home,1,,,,categorized_gold.csv,2025-04-09 03:38:04.500260,Home,Gold,Shopping,0.9,False
641,2024-10-01,AplPay FEDEX OFFICE CHICAGO             IL,1.55,"36238AG926636238AG9266      60610
AplPay FEDEX OFFICE
CHICAGO
IL
36238AG9266      60610",AplPay FEDEX OFFICE CHICAGO             IL,Misc,1,,,,categorized_gold.csv,2025-04-09 03:38:04.500260,Personal,Gold,Shopping,0.9,False
37,2024-06-22,AplPay LYFT         855-280-0278        CA,13.99,"NT_QLEZYNLD1961526534275795394104
1961526534275795334
AplPay LYFT
855-280-0278
CA
1961526534275795334
1961526534275795394104",AplPay LYFT         855-280-0278        CA,Transportation,1,,,,categorized_gold.csv,2025-04-09 03:38:04.500260,Home,Gold,Transportation,0.95,True
576,2024-10-22,AplPay TRADER JOE S CHICAGO             IL,124.2,"000052135426265993700
AplPay TRADER JOE S #696 000000696
CHICAGO
IL
6265993700",AplPay TRADER JOE S CHICAGO             IL,Groceries,1,,,,categorized_gold.csv,2025-04-09 03:38:04.500260,Home,Gold,Shopping,0.9,False
393,2024-08-07,LIBERTY BAGELS 5TH ANEW YORK            NY,12.02,"73011764221 KOCHO333@GMAIL.COM
LIBERTY BAGELS 5TH AVENUE 620952870136
NEW YORK
NY
KOCHO333@GMAIL.COM",LIBERTY BAGELS 5TH ANEW YORK            NY,Groceries,1,,,,categorized_gold.csv,2025-04-09 03:38:04.500260,Personal,Gold,Food & Drink,0.95,False
109,2024-05-31,AplPay TST* LONE WOLCHICAGO             IL,11.06,"11Pqu6wLU00 3126009391
AplPay TST* LONE WOLF TAVERN 300561124
CHICAGO
IL
Description : BARS Price : 0.1106
3126009391",AplPay TST* LONE WOLCHICAGO             IL,Food & Drink,1,,,,categorized_gold.csv,2025-04-09 03:38:04.500260,Personal,Gold,Food & Drink,0.95,True
731,2024-07-12,UBER,46.97,"06GWY4SP   AP2Q65SR         60666
Uber Trip
help.uber.com
CA
AP2Q65SR         60666",Uber Trip           help.uber.com       CA,Transportation,1,,,,categorized_platinum.csv,2025-04-09 03:38:04.524235,Personal,Platinum,Transportation,0.95,True
554,2024-10-27,AplPay CREST FOODS #EDMOND              OK,23.42,"000370590   4053308100
AplPay CREST FOODS # 10 000000000833034
EDMOND
OK
4053308100",AplPay CREST FOODS #EDMOND              OK,Food & Drink,1,,,,categorized_gold.csv,2025-04-09 03:38:04.500260,Personal,Gold,Shopping,0.9,False
775,2024-09-11,TRACFONE SERVICE    800-867-7183        FL,16.66,"48675406D0N AIRTIME SVCS
TRACFONE SERVICE
800-867-7183
FL
AIRTIME SVCS",TRACFONE SERVICE    800-867-7183        FL,Subscriptions,1,,,,categorized_platinum.csv,2025-04-09 03:38:04.524235,Home,Platinum,Utilities,0.8,False
645,2024-06-30,UBER,13.7,"KFH0ZK5S   UASUFC6W         60661
Uber Trip
help.uber.com
CA
UASUFC6W         60661",Uber Trip           help.uber.com       CA,Transportation,1,,,,categorized_platinum.csv,2025-04-09 03:38:04.524235,Personal,Platinum,Transportation,0.9,True
553,2024-10-28,VTS MR TAXI VTS MR TCHICAGO             IL,11.0,"00912688507 TAXICAB & LIMOUSINE
VTS MR TAXI VTS MR TAXI\370
CHICAGO
IL
Description : CURB CHI TAXI Price : 0.00
Description : 19:23 415 W Jackso Price : 0.00
Description : 19:35 91 E Divisio Price : 0.00
TAXICAB & LIMOUSINE",VTS MR TAXI VTS MR TCHICAGO             IL,Transportation,1,,,,categorized_gold.csv,2025-04-09 03:38:04.500260,Personal,Gold,Transportation,0.8,True
711,2024-05-24,METRA MOBILE 0000000CHICAGO             IL,7.5,"00322166478 8776698368
METRA MOBILE 000000001
CHICAGO
IL
Description : REFER TO RECEIPT Price : 0.00
8776698368",METRA MOBILE 0000000CHICAGO             IL,Transportation,1,,,,categorized_platinum.csv,2025-04-09 03:38:04.524235,Personal,Platinum,Transportation,0.9,True
549,2024-10-29,CHINA DOLL 0000     CHICAGO             IL,17.88,"15500050    312-943-9300
CHINA DOLL 0000
CHICAGO
IL
Description : FAST FOOD RESTAURAN Price : 0.00
312-943-9300",CHINA DOLL 0000     CHICAGO             IL,Food & Drink,1,,,,categorized_gold.csv,2025-04-09 03:38:04.500260,Personal,Gold,Food & Drink,0.95,True
663,2024-06-21,AIRBNB * HMYNSH45ZS SAN FRANCISCO       CA,-144.3,"95FJ6DQD    4158005959
AIRBNB * HMYNSH45ZS
SAN FRANCISCO
CA
4158005959",AIRBNB * HMYNSH45ZS SAN FRANCISCO       CA,Travel-Lodging,1,,,,categorized_platinum.csv,2025-04-09 03:38:04.524235,Home,Platinum,Travel-Lodging,0.95,True
763,2024-09-18,UNITED AIRLINES     HOUSTON             TX,28.0,"26190768    WWW.UNITED.COM
PASSENGER TICKET
UNITED AIRLINES
HOUSTON
TX
Carrier : UNITED AIRLINES
Passenger Name : SRIRAM/RISHI
Ticket Number : 01624215761000
Departure Day : 09/18
Additional Info : PASSENGER TICKET
From : CHICAGO O'HARE INT
To : NEW YORK LA GUARDI
From : NEW YORK LA GUARDI
To : CHICAGO O'HARE INT",UNITED AIRLINES     HOUSTON             TX,Travel-Airline,1,,,,categorized_platinum.csv,2025-04-09 03:38:04.524235,Personal,Platinum,Travel-Airline,0.95,True
17,2024-06-28,CLUTTER             CULVER CITY         CA,91.0,"NT_QNZBEVYE 8008054023
CLUTTER
CULVER CITY
CA
8008054023",CLUTTER             CULVER CITY         CA,Transportation,1,,,,categorized_gold.csv,2025-04-09 03:38:04.500260,Home,Gold,Shopping,0.8,False
750,2024-07-02,AplPay BR FACTORY USCHIGACO             IL,80.0,"862655     0000000000000000060602
AplPay BR FACTORY US 4349
CHIGACO
IL
0000000000000000060602",AplPay BR FACTORY USCHIGACO             IL,Clothes,1,,,,categorized_platinum.csv,2025-04-09 03:38:04.524235,Personal,Platinum,Shopping,0.7,False
192,2024-07-26,JUST SALAD 0000     NEW YORK            NY,6.0,"11363296    212-244-1111
JUST SALAD 0000
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
212-244-1111",JUST SALAD 0000     NEW YORK            NY,Food & Drink,1,,,,categorized_gold.csv,2025-04-09 03:38:04.500260,Personal,Gold,Food & Drink,0.95,True
148,2024-05-20,AplPay FEDEX OFFICE CHICAGO             IL,0.43,"5522A3B28235522A3B2823      60611
AplPay FEDEX OFFICE
CHICAGO
IL
5522A3B2823      60611",AplPay FEDEX OFFICE CHICAGO             IL,Misc,1,,,,categorized_gold.csv,2025-04-09 03:38:04.500260,Personal,Gold,Shopping,0.8,False
65,2024-06-13,AplPay CAFECITO 0000CHICAGO             IL,54.48,"09300142    309-648-3683
AplPay CAFECITO 0000
CHICAGO
IL
Description : FOOD/BEVERAGE Price : 0.00
309-648-3683",AplPay CAFECITO 0000CHICAGO             IL,Food & Drink,1,,,,categorized_gold.csv,2025-04-09 03:38:04.500260,Home,Gold,Food & Drink,0.9,True
107,2024-06-01,AplPay PETSMART     CHICAGO             IL,34.41,"1104753401  888-839-9638
AplPay PETSMART
CHICAGO
IL
Description : PETS/SUPPLIES/ACC Price : 0.00
888-839-9638",AplPay PETSMART     CHICAGO             IL,Dante,1,,,,categorized_gold.csv,2025-04-09 03:38:04.500260,Home,Gold,Shopping,0.8,False
500,2024-09-09,AplPay FAMILY PRIDE LOMBARD             IL,2.0,"6309324700
AplPay FAMILY PRIDE LAUNDRY ULTR
LOMBARD
IL
6309324700",AplPay FAMILY PRIDE LOMBARD             IL,Home,1,,,,categorized_gold.csv,2025-04-09 03:38:04.500260,Home,Gold,Home,0.8,True
364,2024-08-19,Chicago Marriott SchSchaumburg          IL,273.7,"4832        8472400100
LODGING
Chicago Marriott Schaumburg 1625061000
Schaumburg
IL
",Chicago Marriott SchSchaumburg          IL,Travel-Lodging,1,,,,categorized_gold.csv,2025-04-09 03:38:04.500260,Home,Gold,Travel-Lodging,0.95,True
580,2024-10-20,AplPay DUNKIN #35214CHICAGO             IL,2.27,"24202216545 630-673-1181
AplPay DUNKIN #352146 Q35 3521
CHICAGO
IL
Description : FAST FOOD RESTAURAN Price : 0.00
630-673-1181",AplPay DUNKIN #35214CHICAGO             IL,Food & Drink,1,,,,categorized_gold.csv,2025-04-09 03:38:04.500260,Personal,Gold,Food & Drink,0.95,True
331,2024-08-25,AplPay CHIPOTLE ONLINEWPORT BEACH       CA,9.78,"156d9681304 949-524-4000
AplPay CHIPOTLE ONLINE 0000
NEWPORT BEACH
CA
Description : FAST FOOD RESTAURAN Price : 0.00
949-524-4000",AplPay CHIPOTLE ONLINEWPORT BEACH       CA,Food & Drink,1,,,,categorized_gold.csv,2025-04-09 03:38:04.500260,Personal,Gold,Food & Drink,0.95,True
157,2024-05-18,AplPay WAG!* PET CARSAN FRANCISCO       CA,29.73,"NT_Q8BZ0MYP +16284004283
AplPay WAG!* PET CARE
SAN FRANCISCO
CA
+16284004283",AplPay WAG!* PET CARSAN FRANCISCO       CA,Dante,1,,,,categorized_gold.csv,2025-04-09 03:38:04.500260,Home,Gold,Shopping,0.8,False
327,2024-08-27,THE ORIGINALS HAIR SCHICAGO             IL,25.0,"98800038    773-501-0804
THE ORIGINALS HAIR SALON 0000
CHICAGO
IL
Description : POOL/PATIO/SPA/SPLY Price : 0.00
773-501-0804",THE ORIGINALS HAIR SCHICAGO             IL,Personal,1,,,,categorized_gold.csv,2025-04-09 03:38:04.500260,Personal,Gold,Shopping,0.7,False
842,2024-10-01,LYFT                855-280-0278        CA,7.08,"NT_QWZNSZ8T(NONE)           94104
LYFT
855-280-0278
CA
(NONE)
(NONE)           94104",LYFT                855-280-0278        CA,Transportation,1,,,,categorized_platinum.csv,2025-04-09 03:38:04.524235,Personal,Platinum,Transportation,0.9,True
289,2024-07-08,STARBUCKS           800-782-7282        WA,5.48,"1BFEXTWYPDA FOOD&BEV
STARBUCKS
800-782-7282
WA
FOOD&BEV",STARBUCKS           800-782-7282        WA,Food & Drink,1,,,,categorized_gold.csv,2025-04-09 03:38:04.500260,Personal,Gold,Food & Drink,0.9,True
251,2024-07-14,AplPay RATP RATPING4PARIS               FR,4.69,"SBC20240714 RATP CONTROLE DES VEN
RATP CONTROLE DES VENTES
AplPay RATP RATPING49
PARIS
FR
RATP CONTROLE DES VENTESForeign Spend Amount: 4.30 EURO Commission Amount:  Currency Exchange Rate: null",AplPay RATP RATPING4PARIS               FR,Transportation,1,,,,categorized_gold.csv,2025-04-09 03:38:04.500260,Personal,Gold,Misc,0.6,False
609,2024-10-07,LA TABERNA DEL PINTXMALAGA              ES,8.94,"041290      RESTAURANT
LA TABERNA DEL PINTXO 329467088
MALAGA
ES
RESTAURANTForeign Spend Amount: 8.10 EURO Commission Amount:  Currency Exchange Rate: null",LA TABERNA DEL PINTXMALAGA              ES,Food & Drink,1,,,,categorized_gold.csv,2025-04-09 03:38:04.500260,Home,Gold,Food & Drink,0.95,True
604,2024-10-08,AplPay UBER TRIP    HTTPS://HELP.UBER.COCA,22.96,"AY43B056    8005928996
AplPay UBER TRIP
HTTPS://HELP.UBER.COM
CA
8005928996Foreign Spend Amount: 20.90 EURO Commission Amount:  Currency Exchange Rate: null",AplPay UBER TRIP    HTTPS://HELP.UBER.COCA,Transportation,1,,,,categorized_gold.csv,2025-04-09 03:38:04.500260,Home,Gold,Transportation,0.9,True
797,2024-08-12,TRACFONE SERVICE    800-867-7183        FL,16.66,"472677111ZK AIRTIME SVCS
TRACFONE SERVICE
800-867-7183
FL
AIRTIME SVCS",TRACFONE SERVICE    800-867-7183        FL,Subscriptions,1,,,,categorized_platinum.csv,2025-04-09 03:38:04.524235,Home,Platinum,Utilities,0.8,False
686,2024-06-11,DIVVYBI*1 RIDE 0000 855-865-9553        CA,3.05,"02kCesVGXbF 855-865-9553
DIVVYBI*1 RIDE 0000
855-865-9553
CA
Description : CHARTER SERVICE Price : 0.00
855-865-9553",DIVVYBI*1 RIDE 0000 855-865-9553        CA,Transportation,1,,,,categorized_platinum.csv,2025-04-09 03:38:04.524235,Personal,Platinum,Transportation,0.8,True
757,2024-09-25,UBER,58.55,"CSBVXZN6   QVQQW5C5         60666
Uber Trip
help.uber.com
CA
QVQQW5C5         60666",Uber Trip           help.uber.com       CA,Transportation,1,,,,categorized_platinum.csv,2025-04-09 03:38:04.524235,Personal,Platinum,Transportation,0.9,True
762,2024-09-18,ADOBE Adobe Systems SAN JOSE            CA,21.24,"553848906   ADOBE.LY/ENUS
ADOBE Adobe Systems
SAN JOSE
CA
Description : 0 Price : 0.1999
ADOBE.LY/ENUS",ADOBE Adobe Systems SAN JOSE            CA,Subscriptions,1,,,,categorized_platinum.csv,2025-04-09 03:38:04.524235,Personal,Platinum,Subscriptions,0.8,True
432,2024-09-22,AplPay THE SPOKE & BChicago             IL,6.69,"VIv8ios0WdC squareup.com/receipts
AplPay THE SPOKE & BIRD - SOUTH LOOP
Chicago
IL
squareup.com/receipts",AplPay THE SPOKE & BChicago             IL,Food & Drink,1,,,,categorized_gold.csv,2025-04-09 03:38:04.500260,Home,Gold,Shopping,0.8,False
632,2024-10-03,JUST SALAD 0000     NEW YORK            NY,6.0,"11641538    212-244-1111
JUST SALAD 0000
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
212-244-1111",JUST SALAD 0000     NEW YORK            NY,Food & Drink,1,,,,categorized_gold.csv,2025-04-09 03:38:04.500260,Personal,Gold,Food & Drink,0.95,True
360,2024-08-20,JUST SALAD 0000     NEW YORK            NY,6.0,"11459677    212-244-1111
JUST SALAD 0000
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
212-244-1111",JUST SALAD 0000     NEW YORK            NY,Food & Drink,1,,,,categorized_gold.csv,2025-04-09 03:38:04.500260,Personal,Gold,Food & Drink,0.95,True
781,2024-09-05,LYFT                855-280-0278        CA,5.21,"NT_QNFYSHHA(NONE)           94104
LYFT
855-280-0278
CA
(NONE)
(NONE)           94104",LYFT                855-280-0278        CA,Transportation,1,,,,categorized_platinum.csv,2025-04-09 03:38:04.524235,Personal,Platinum,Transportation,0.9,True
201,2024-07-23,UBER,10.96,"RC1A1JW6   TZZDMGSJ         60610
Uber Trip
help.uber.com
CA
TZZDMGSJ         60610",Uber Trip           help.uber.com       CA,Transportation,1,,,,categorized_gold.csv,2025-04-09 03:38:04.500260,Home,Gold,Transportation,0.9,True
782,2024-08-30,AMAZON MARKEPLACE NA PA,15.86,"4H57I8S1AZK MERCHANDISE
AMAZON MARKETPLACE NA PA
AMZN.COM/BILL
WA
MERCHANDISE",AMAZON MARKETPLACE NAMZN.COM/BILL       WA,Misc,1,,,,categorized_platinum.csv,2025-04-09 03:38:04.524235,Personal,Platinum,Shopping,0.8,False
638,2024-10-02,JUST SALAD 0000     NEW YORK            NY,6.0,"11636164    212-244-1111
JUST SALAD 0000
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
212-244-1111",JUST SALAD 0000     NEW YORK            NY,Food & Drink,1,,,,categorized_gold.csv,2025-04-09 03:38:04.500260,Personal,Gold,Food & Drink,0.95,True
670,2024-06-17,AMAZON PRIME*YK9VI60888-802-3080        WA,4.24,"2ZUO2HSKOA4 DIGITAL
AMAZON PRIME*YK9VI60S3
888-802-3080
WA
DIGITAL",AMAZON PRIME*YK9VI60888-802-3080        WA,Entertainment,1,,,,categorized_platinum.csv,2025-04-09 03:38:04.524235,Personal,Platinum,Subscriptions,0.8,False
16,2024-06-28,AplPay TST* BROWN BACHICAGO             IL,23.19,"21105174181 RESTAURANT
AplPay TST* BROWN BAG SEAFOOD CO 00082488
CHICAGO
IL
RESTAURANT",AplPay TST* BROWN BACHICAGO             IL,Food & Drink,1,,,,categorized_gold.csv,2025-04-09 03:38:04.500260,Personal,Gold,Food & Drink,0.95,True
209,2024-07-21,AplPay 525310 SSPFRIROISSY              FR,4.69,"00008791    YOHAN SALAMA
AplPay 525310 SSPFRING49
ROISSY
FR
YOHAN SALAMAForeign Spend Amount: 4.30 EURO Commission Amount:  Currency Exchange Rate: null",AplPay 525310 SSPFRIROISSY              FR,Food & Drink,1,,,,categorized_gold.csv,2025-04-09 03:38:04.500260,Home,Gold,Misc,0.6,False
753,2024-09-30,LYFT                855-280-0278        CA,2.27,"NT_QWC0GE4T(NONE)           94104
LYFT
855-280-0278
CA
(NONE)
(NONE)           94104",LYFT                855-280-0278        CA,Transportation,1,,,,categorized_platinum.csv,2025-04-09 03:38:04.524235,Personal,Platinum,Transportation,0.9,True
615,2024-10-06,HOTEL LARIOS MALAGA MALAGA              ES,19.32,"017125      BAR/NIGHTCLUB
HOTEL LARIOS MALAGA 097739783
MALAGA
ES
BAR/NIGHTCLUBForeign Spend Amount: 17.50 EURO Commission Amount:  Currency Exchange Rate: null",HOTEL LARIOS MALAGA MALAGA              ES,Travel-Lodging,1,,,,categorized_gold.csv,2025-04-09 03:38:04.500260,Home,Gold,Entertainment,0.8,False
374,2024-08-16,STARBUCKS           800-782-7282        WA,20.0,"120ONYFKE2F GIFT CARD
STARBUCKS
800-782-7282
WA
GIFT CARD",STARBUCKS           800-782-7282        WA,Food & Drink,1,,,,categorized_gold.csv,2025-04-09 03:38:04.500260,Home,Gold,Shopping,0.8,False
784,2024-08-29,MODERN INTIMACY     BEVERLY HILLS       CA,225.0,"NT_QKXP4JE2 +18339535902
MODERN INTIMACY
BEVERLY HILLS
CA
+18339535902",MODERN INTIMACY     BEVERLY HILLS       CA,Medical,1,,,,categorized_platinum.csv,2025-04-09 03:38:04.524235,Personal,Platinum,Entertainment,0.7,False
829,2024-10-16,PETSMART            AURORA              IL,72.5,"11587310101 888-839-9638
PETSMART
AURORA
IL
Description : PETS/SUPPLIES/ACC Price : 0.00
888-839-9638",PETSMART            AURORA              IL,Dante,1,,,,categorized_platinum.csv,2025-04-09 03:38:04.524235,Home,Platinum,Shopping,0.8,False
754,2024-09-25,AplPay HERTZ CAR RENNORFOLK             VA,188.89,"R/A# 386959521   +18006544173
AplPay HERTZ CAR RENTAL
NORFOLK
VA
",AplPay HERTZ CAR RENNORFOLK             VA,Transportation,1,,,,categorized_platinum.csv,2025-04-09 03:38:04.524235,Home,Platinum,Transportation,0.8,True
21,2024-06-26,AplPay BLUE BOTTLE CChicago             IL,6.71,"7NsSwYgFzTg squareup.com/receipts
AplPay BLUE BOTTLE COFFEE
Chicago
IL
squareup.com/receipts",AplPay BLUE BOTTLE CChicago             IL,Food & Drink,1,,,,categorized_gold.csv,2025-04-09 03:38:04.500260,Personal,Gold,Food & Drink,0.8,True
265,2024-07-11,AplPay BSC CAFE 2 LLCHICAGO             IL,20.88,"85189934193312-631-3970
AplPay BSC CAFE 2 LLC
CHICAGO
IL
312-631-3970",AplPay BSC CAFE 2 LLCHICAGO             IL,Food & Drink,1,,,,categorized_gold.csv,2025-04-09 03:38:04.500260,Personal,Gold,Food & Drink,0.8,True
814,2024-10-30,UNITED AIRLINES     HOUSTON             TX,8.0,"30582314    WWW.UNITED.COM
WIFI
UNITED AIRLINES
HOUSTON
TX
Carrier : UNITED AIRLINES
Passenger Name : SRIRAM    /WI-FI LTV-THAL
Ticket Number : 01644454992692
Departure Day : 10/30
Additional Info : WIFI
From : NEW YORK LA GUARDI
To : CHICAGO O'HARE INT",UNITED AIRLINES     HOUSTON             TX,Travel-Airline,1,,,,categorized_platinum.csv,2025-04-09 03:38:04.524235,Personal,Platinum,Travel-Airline,0.95,True
614,2024-10-06,"FLAMENCO MALAGA, S.LMALAGA              ES",40.84,"######KHqxH RESTAURANT
FLAMENCO MALAGA, S.L.
MALAGA
ES
RESTAURANTForeign Spend Amount: 37.00 EURO Commission Amount:  Currency Exchange Rate: null","FLAMENCO MALAGA, S.LMALAGA              ES",Food & Drink,1,,,,categorized_gold.csv,2025-04-09 03:38:04.500260,Home,Gold,Food & Drink,0.95,True
87,2024-06-08,AplPay MURPHY6734ATWSPRINGFIELD         IL,46.66,"00774601    800-843-4298
AplPay MURPHY6734ATWALMART 0927
SPRINGFIELD
IL
Description : GAS/SERVICES Price : 0.00
800-843-4298",AplPay MURPHY6734ATWSPRINGFIELD         IL,Transportation,1,,,,categorized_gold.csv,2025-04-09 03:38:04.500260,Personal,Gold,Utilities,0.8,False
838,2024-10-09,AMAZON MARKETPLACE PAMZN.COM/BILL       WA,58.2,"RI5LXHDJ876 AMZN.COM/BILL
AMAZON MARKETPLACE PAYMENTS
AMZN.COM/BILL
WA
AMZN.COM/BILL",AMAZON MARKETPLACE PAMZN.COM/BILL       WA,Misc,1,,,,categorized_platinum.csv,2025-04-09 03:38:04.524235,Personal,Platinum,Shopping,0.8,False
139,2024-05-23,TST* PLUSH KARAOKE LIRVINE              CA,18.42,"99999994144 9492229986
TST* PLUSH KARAOKE LOUNGE 300579207
IRVINE
CA
Description : BARS Price : 0.1842
9492229986",TST* PLUSH KARAOKE LIRVINE              CA,Food & Drink,1,,,,categorized_gold.csv,2025-04-09 03:38:04.500260,Home,Gold,Entertainment,0.7,False
839,2024-10-09,AMAZON SHOP WITH POINTS CREDIT,-58.2,"AMAZON SHOP WITH POINTS CREDIT
",AMAZON SHOP WITH POINTS CREDIT,Misc,1,,,,categorized_platinum.csv,2025-04-09 03:38:04.524235,Personal,Platinum,Shopping,0.8,False
321,2024-08-29,UNITED AIRLINES     HOUSTON             TX,412.94,"24191246    WWW.UNITED.COM
PASSENGER TICKET
UNITED AIRLINES
HOUSTON
TX
Carrier : UNITED AIRLINES
Passenger Name : BAMZAI/PALLAVI
Ticket Number : 01624167734781
Departure Day : 10/24
Additional Info : PASSENGER TICKET
From : CHICAGO O'HARE INT
To : OKLAHOMA CITY WILL
From : OKLAHOMA CITY WILL
To : CHICAGO O'HARE INT",UNITED AIRLINES     HOUSTON             TX,Travel-Airline,1,,,,categorized_gold.csv,2025-04-09 03:38:04.500260,Home,Gold,Travel-Airline,0.95,True
